id,raw_text,gender,birth_year,age,zodiac,mbti,height_cm,weight_kg,bmi,hometown,current_location,education,occupation,annual_income,hobbies,personality,has_house,has_car,marital_status,partner_preferences,self_introduction
men_600_585,"编号585

![WechatIMG131](https://github.com/user-attachments/assets/96171ded-6e31-4722-94c8-2266ff2eb496)

```
出生：1986/10
身高：180
体重：145
性别：男
地区：东京23区内
家乡：辽宁大连
学历：国内本科
职业：IT
星座：天蝎
婚史：未婚       
爱好：旅行、打球（羽毛球、排球、篮球、台球）
人格：偏i人，熟悉起来后也挺e
年收：600左右
自己紹介
不喜欢争吵、性格温和，情绪稳定。

相手の要望
年龄90后、身体健康。
有稳定的工作、性格温柔贤惠，知书达理。相互理解，双向奔赴。
休息日或在家收拾家一起做饭吃，或者一起出去玩儿。
谢绝冷暴力
```


- （",male,1986,39,天蝎,,180,65,20.1,辽宁大连,东京23区内,国内本科,IT,600左右,"台球）, 打球（羽毛球, 排球, 旅行, 篮球",偏i人，熟悉起来后也挺e，不喜欢争吵、性格温和，情绪稳定,,,未婚,年龄90后、身体健康。有稳定的工作、性格温柔贤惠，知书达理。相互理解，双向奔赴。休息日或在家收拾家一起做饭吃，或者一起出去玩儿。谢绝冷暴力,不喜欢争吵、性格温和，情绪稳定
men_600_580,"编号580
```
我尽人事听天命。该还的还、该给的我给。
浙江宁波人鄞州（老江东）。定住身份96年的在日本11年。
现住东京上野附近，目前二种司机。日本（山手线）国内（潘火街道）都有房。
婚房新装修空了几年了（因为我一直单身。婚房家里人不想被人糟蹋也不想租出去）
我自己没有车🚗目前是电车党。（曾经也骑过一段时间摩托车）
星座摩羯水瓶座。身材偏壮（偏胖）体重80 身高178
intp、会拉小提琴🎻正在自学吹口琴。烟瘾很大
 
想找一个身材和我匹配一样高高壮壮的女孩。
我喜欢有生命力的人。会做饭能提供情绪价值加满分💯
```

- （",male,1996,29,摩羯水瓶座,INTP,178,80,25.2,浙江宁波鄞州,东京上野,,二种司机,,"拉小提琴, 自学吹口琴",,True,False,单身,想找一个身材和我匹配一样高高壮壮的女孩，我喜欢有生命力的人，会做饭能提供情绪价值,我尽人事听天命。该还的还、该给的我给。浙江宁波人鄞州（老江东）。定住身份96年的在日本11年。现住东京上野附近，目前二种司机。日本（山手线）国内（潘火街道）都有房。婚房新装修空了几年了（因为我一直单身。婚房家里人不想被人糟蹋也不想租出去）我自己没有车🚗目前是电车党。（曾经也骑过一段时间摩托车）星座摩羯水瓶座。身材偏壮（偏胖）体重80 身高178 intp、会拉小提琴🎻正在自学吹口琴。烟瘾很大
men_600_579,"编号579

```
性别：男
生日：1993
家乡：福建
身高体重：172/61
学历：筑波大学修士
居住地：新宿
工作：行政书士，自营业第二年
年收：1200万➕
属性：来日第六年，超搞笑，不抽烟不喝酒，物欲低到快出家的感觉
兴趣爱好：看艺术展，文物展，历史，脱口秀，动漫，NBA，搞钱
希望找一个真诚有趣，聊天话风投机，情绪稳定的女生
```



- （",male,1993,32,,,172,61,20.6,福建,新宿,筑波大学修士,行政书士，自营业,1200万➕,"NBA, 动漫, 历史, 搞钱, 文物展, 看艺术展, 脱口秀",超搞笑，不抽烟不喝酒，物欲低到快出家的感觉,,,,希望找一个真诚有趣，聊天话风投机，情绪稳定的女生,来日第六年
men_600_578,"编号578

![WechatIMG2934](https://github.com/user-attachments/assets/64ebfde6-01c8-4ad4-a2dc-ecfe90cd5c74)


```
出生：1994
身高：168
体重：58kg
性别：男
现居地：神奈川县川崎市
家乡：天津
学历：修士
职业：メーカー系软件开发工程师
星座：双鱼座
婚史：未婚未育
爱好：读书（看的不是很多），动漫，手办，游戏，唱歌（周董专精），旅行
性格：ENFJ（感觉自己偏I）
收入：社会人第二年，今年目测500w+


自我介绍
国内大学毕业后在天津工作过一段时间，之后去西藏旅游期间思考了很多决定来日本留学
2020年年末来的日本，一年语校，两年大学院 24年进入公司。目前人在川崎居住，公司也在川崎车站附近
不抽烟，不酗酒
可线下见面（纯约饭也可）
烤肉，烤鱼，火锅，等等。。比较喜欢吃辣


择偶要求
今后决定在日本发展，且长期在日本定居。
无不良嗜好（酗酒，吸烟等）
沟通至上，冷战NG
标准BMI
```

- （",male,1994,31,双鱼座,ENFJ,168,58,20.5,天津,神奈川县川崎市,修士,メーカー系软件开发工程师,社会人第二年，今年目测500w+,"动漫, 唱歌（周董专精）, 手办, 旅行, 游戏, 读书（看的不是很多）",ENFJ（感觉自己偏I）,,,未婚未育,今后决定在日本发展，且长期在日本定居。无不良嗜好（酗酒，吸烟等），沟通至上，冷战NG，标准BMI,国内大学毕业后在天津工作过一段时间，之后去西藏旅游期间思考了很多决定来日本留学。2020年年末来的日本，一年语校，两年大学院 24年进入公司。目前人在川崎居住，公司也在川崎车站附近。不抽烟，不酗酒。可线下见面（纯约饭也可）。烤肉，烤鱼，火锅，等等。。比较喜欢吃辣
men_600_576,"编号576
  
```
出生：1991
现居住：西川口
身高体重：185（67公斤）
职业：内装
爱好：看书听音乐也会打会游戏
来日10年
婚姻：未婚
收入：500万～700万
希望你：。基本没啥要求。 能聊的来。三观正常就好了。
```

- （",male,1991,34,,,185,67,19.6,,西川口,,内装,500万～700万,看书听音乐也会打会游戏,,,,未婚,基本没啥要求。能聊的来。三观正常就好了。,
men_600_574,"编号574

```
95
四川
180 65kg
浙大本科东大硕士
东京
AI工程师
看书 户外运动 乒乓球 羽毛球 投资理财 动漫
95后 00后，合眼缘，性格好
```

- （",male,1995,30,,,180,65,20.1,四川,东京,浙大本科东大硕士,AI工程师,,"乒乓球, 动漫, 户外运动, 投资理财, 看书, 羽毛球",,,,,95后 00后，合眼缘，性格好,
men_600_573,"编号573

```
出生年份：1996年
身高：182cm
体型：普通
出生地：北京
毕业院校：国内985/211
工作：外企酒店（大手）
希望对方可以接受不定休，计划周末一起出门或出远门旅游的话会用希望休或有休
工作地点：六本木
居住：川口（已购房，无房贷）
兴趣：动漫，收集手办，游戏，唱歌，尝试各种风格的穿搭，摄影，宠物（家里有一只两岁的布偶猫）。
烟酒：不抽烟，一个人的时候滴酒不沾，出去聚会气氛到了才会举杯🍻，酒品好，喝再多都能保持意识清醒😂
来日第六年

性格：
因为是北方人，喜欢有话直说，不喜欢掖着藏着，
最接受不了的就是聊着聊着人没了，觉得不合适可以直接说，我心里承受能力极强，哈哈哈。

擅长沟通，E人绝对不会让你冷场，算个活跃气氛小能手。

工作和生活分得很开，完全是两种风格，工作中极其认真，生活中比较随性。
考虑问题全面，有事儿喜欢商量着来，不会大男子主义。

对另一半的要求不高，聊得来，三观基本一致就可以。
希望可以约时间线下见面，更直观的了解对方。
```

- （",male,1996,29,,,182,,,北京,川口,国内985/211,外企酒店（大手）,,"动漫, 唱歌, 宠物（家里有一只两岁的布偶猫）, 尝试各种风格的穿搭, 摄影, 收集手办, 游戏",因为是北方人，喜欢有话直说，不喜欢掖着藏着，擅长沟通，E人绝对不会让你冷场，算个活跃气氛小能手，工作和生活分得很开，完全是两种风格，工作中极其认真，生活中比较随性，考虑问题全面，有事儿喜欢商量着来，不会大男子主义,True,,,希望对方可以接受不定休，计划周末一起出门或出远门旅游的话会用希望休或有休，对另一半的要求不高，聊得来，三观基本一致就可以，希望可以约时间线下见面，更直观的了解对方,来日第六年，不抽烟，一个人的时候滴酒不沾，出去聚会气氛到了才会举杯，酒品好，喝再多都能保持意识清醒，最接受不了的就是聊着聊着人没了，觉得不合适可以直接说，我心里承受能力极强
men_600_572,"编号572
  
```
出生：1996
身高：171
体重：77kg
性别：男
现在居住地区：神奈川川崎
家乡：江苏南京
学历：京都大学应用数学系硕士（今年四月准备边工作边继续完成博士论文）
职业：富士通的一家子公司的IT社畜
星座：双鱼座
房车：家乡有房有车原生家庭和谐良好，日本我刚开始工作无房无车
婚史：没有结过婚
爱好：钢琴，音乐
人格：前不久测得是entp还是啥的，主人公类型好像
收入：今年目测350-400w
联系方式：qq303521743

自我介绍
我是2015年来到日本，本科在立教大学理学部数学科，硕士和博士在京都大学情报学应用数学系，今年刚过29岁生日，你们好哈。基本条件都写好了，对于女性我的第一原则是把对方当人，女性在性别之前先是个人。对我感兴趣的大胆一点联系我哈，我当然也会主动去联系我感兴趣的女性的。

择偶要求
在相互尊重的基础上先纯粹地从颜值，身材，性格思想上看看身为异性会不会互相吸引。但是不做海王！
```

- （",male,1996,29,双鱼座,ENTP,171,77,26.3,江苏南京,神奈川川崎,京都大学应用数学系硕士,IT,350-400w,"钢琴, 音乐",主人公类型,False,False,未婚,在相互尊重的基础上先纯粹地从颜值，身材，性格思想上看看身为异性会不会互相吸引。但是不做海王！,我是2015年来到日本，本科在立教大学理学部数学科，硕士和博士在京都大学情报学应用数学系，今年刚过29岁生日，你们好哈。基本条件都写好了，对于女性我的第一原则是把对方当人，女性在性别之前先是个人。对我感兴趣的大胆一点联系我哈，我当然也会主动去联系我感兴趣的女性的。
men_600_571,"编号571

![WechatIMG2908](https://github.com/user-attachments/assets/100d6cdb-be62-4ded-82b2-baa3be1942e7)
 
```
.性别： 男
.出生年份： 1988
.籍贯： 山东
.身高体重：176/ 65
.学历：本科
.居住地：东京
.工作：旅行社职员
.兴趣爱好（方便找共同点)：电影 跑步 温泉
.择偶标准 日本生活 不要太胖
```

- （",male,1988,37,,,176,65,21.0,山东,东京,本科,旅行社职员,,"温泉, 电影, 跑步",,,,,日本生活 不要太胖,
men_600_570,"编号570
```
杨超38岁、江苏省徐州市、
离异有一个儿子12岁、
收入50万日元左右在东京做厨师的
```

- （",male,,,,,,,,江苏省徐州市,东京,,厨师,50万日元左右,,,,,离异,,
men_600_569,"编号569

![WechatIMG2887](https://github.com/user-attachments/assets/1c994b7b-c070-411b-83b6-35048822b276)

```
**个人基本情况**  
男，42周岁，日籍，身高180cm，体重70公斤，学历大学本科，现居东京周边，职业是餐馆经营者，年收入日本平均水平之上，车房都不用担心

**性格爱好**  
性格开朗乐观，待人真诚；喜欢阅读、花草、健身、烹饪、生活规律，无不良嗜好，家庭观念强，爱干净整洁，热爱生活，温柔体贴，希望共同经营温馨小家，教育好子女

**理想伴侣**  
希望对方年龄28-40岁，本科以上学历，身高160cm以上，身心健康，有稳定职业，积极热爱生活，脾气好有教养，热爱家庭，孝敬父母，重视子女教育，爱干净

```


- （",male,1982,43,,,180,70,21.6,,东京周边,大学本科,餐馆经营者,日本平均水平之上,"健身, 烹饪, 生活规律, 花草, 阅读",性格开朗乐观，待人真诚，家庭观念强，爱干净整洁，热爱生活，温柔体贴,True,True,,希望对方年龄28-40岁，本科以上学历，身高160cm以上，身心健康，有稳定职业，积极热爱生活，脾气好有教养，热爱家庭，孝敬父母，重视子女教育，爱干净,希望共同经营温馨小家，教育好子女
men_600_566,"编号566

![WechatIMG2861](https://github.com/user-attachments/assets/a2522f29-74b5-448e-99ee-a6d3fff24568)

```
东北人，78年，来日本18年，日籍，未来不会回国生活，离异无孩，硕士毕业，自住一户建，
身高168，体重124，外貌不丑普通人，
不要求您的外貌，更看重内在，与外貌相比更吸引我的是一个人的思想。
离异，无孩，很喜欢孩子，面对现实，以后要不要孩子随缘。
普通社员，年收500，平时时间自由。
并非不擅长，只是不喜欢社交，厌恶灯红酒绿与莺莺燕燕，更愿意享受家庭的快乐，三餐四季两个人。
有轻微洁癖，家务料理，都擅长。
兴趣爱好比较多，拼乐高、看书、打游戏、爬山、徒步、自驾、旅行。
金钱：只是为了更好生活的工具，生活的乐趣与爱情都比钱重要
婚姻：沟通与理解，共同付出，双向奔赴
爱情：也许这个年纪在这样的现实社会里，没人相信爱情，但我相信。
生活：也许我们决定不了生命的长度，但我们可以共同增加我们生命的宽度，一起去经历这个世界有趣的事情，一起去看山看海看世界。
事业：一直很随性，没为了什么去拼尽全力过，未来5年，打算努力到无能为力再创业，希望我们可以共同奋斗一次，无论结果，生命里的经历。
曾经有人教育我：婚姻爱情很现实，但我更愿意相信会有一个人出现。
唯一的要求：希望你拥有趣的灵魂
希望我们能一起在这个操蛋的世界里，经营出我们自己的精彩
```

- （",male,1978,47,,,168,62,22.0,东北,日本,硕士,普通社员,年收500,"徒步, 打游戏, 拼乐高, 旅行, 爬山, 看书, 自驾",并非不擅长，只是不喜欢社交，厌恶灯红酒绿与莺莺燕燕，更愿意享受家庭的快乐，有轻微洁癖，家务料理都擅长,True,,离异,不要求外貌，更看重内在，与外貌相比更吸引我的是一个人的思想，希望你拥有趣的灵魂，沟通与理解，共同付出，双向奔赴,东北人，78年，来日本18年，日籍，未来不会回国生活，离异无孩，很喜欢孩子，面对现实，以后要不要孩子随缘。平时时间自由。金钱：只是为了更好生活的工具，生活的乐趣与爱情都比钱重要。也许这个年纪在这样的现实社会里，没人相信爱情，但我相信。也许我们决定不了生命的长度，但我们可以共同增加我们生命的宽度，一起去经历这个世界有趣的事情。未来5年，打算努力到无能为力再创业，希望我们可以共同奋斗一次，无论结果，生命里的经历。希望我们能一起在这个操蛋的世界里，经营出我们自己的精彩
men_600_565,"编号565
```
年龄：1989，属蛇
身高：165、
籍贯福建
来日14年、
学历：国立硕士
年收：500+
现在在富山县，酒店服务行业，目前也在转行准备、也可以去对方的城市生活
喜欢旅行，工作的性质，时间相对充裕，时常会自驾游，或者跟朋友一起结伴同行。
不抽烟，喝点小酒，但是酒瘾不大、不会有酒后暴乱的情绪😂
择偶要求：希望能有话说，有天聊，不会说聊天太过于敷衍，毕竟两个人生活还是一辈子的事情，希望是90后吧，善良，温柔吧，如果遇见的话，希望能早点见面，毕竟网上聊天太多，也不如见面来的干脆，有效果。
```

- （",male,1989,36,蛇,,165,,,福建,富山县,国立硕士,酒店服务行业,500+,"旅行, 自驾游",,,,,希望能有话说，有天聊，不会说聊天太过于敷衍，毕竟两个人生活还是一辈子的事情，希望是90后吧，善良，温柔吧，如果遇见的话，希望能早点见面，毕竟网上聊天太多，也不如见面来的干脆，有效果,来日14年，目前也在转行准备、也可以去对方的城市生活，工作的性质，时间相对充裕，时常会自驾游，或者跟朋友一起结伴同行，不抽烟，喝点小酒，但是酒瘾不大、不会有酒后暴乱的情绪
men_600_563,"编号563

```
自我介绍一下
出生：93年
身高：166
体重：55kg
性别：男
地区：横滨市
家乡：吉林
学历：大学本科
职业：工厂工业设备设计（管道居多）
星座：巨蟹座
房车：无房无车
婚史：无
爱好：电影解说，历史
人格：熟了很很健谈，不熟很腼腆
收入：私聊可告知
相手の要望 :年龄比我小或者比我大一岁两岁五官端正，
 不抽烟，其它的想起来再说吧，暂时没有了
```

- （",male,1993,32,巨蟹座,,166,55,20.0,吉林,横滨市,大学本科,工厂工业设备设计（管道居多）,,"历史, 电影解说",熟了很健谈，不熟很腼腆,False,False,无,年龄比我小或者比我大一岁两岁五官端正，不抽烟，其它的想起来再说吧，暂时没有了,
men_600_561,"编号561

```
00本地绍兴越城人，独生男孩子，175身高，学历本科，
家里备好了28.8彩礼+买车+一套镜湖万科房子的money，
父母有房，工作工资低，躺平男，生活中女生少，有意向的可以dd，
互相换个照片，打个电话，希望对方积极主动点，
真诚直接点，能线下见面聊聊
```

- （",male,,,,,175,,,绍兴越城,绍兴越城,本科,,工资低,,躺平男，真诚直接,True,True,,希望对方积极主动点，真诚直接点，能线下见面聊聊,00本地绍兴越城人，独生男孩子，家里备好了28.8彩礼+买车+一套镜湖万科房子的money，父母有房，工作工资低，躺平男，生活中女生少
men_600_560,"编号560

![WechatIMG2825](https://github.com/user-attachments/assets/ff6d0d2a-c87d-44a6-b3ea-56892f827c80)


```
黄生，61年版本，属牛。 上海人。70公斤，173高。大学加留学，经济及企业管理专业。
年轻时做过20年的财务管理。也开过7年的工厂。
有10年的挪威生活工作经历（挪威绿卡持有者），也有正规的厨师证（业余爱好而已）。除了无飞机驾照外（也准备挤出时间去学），车，船都有驾照。
驾驶技术也不是一般的好！是曾经三次生死车祸换来的结果。
喜欢开车，有点属于另类地球人。国内三家私企的业主（网上可查）。
上海拥有130平的自有公司车间，江苏拥有2000平的厂房，均合法有权证。
会英语，挪威语，普通话，广东话，上海方言。日语正在学习中。
拥有中国联通公司最早的手机号码至今，1300族，没有变过号码，人品的好坏懂得人应该都懂。
目前是5年多次的日本旅游签证，已经来过日本四次，一次比一次更深入的了解日本社会，自己的亲侄子加侄女也都在东京，他们属于比较资深的在日华人。
本人也已在去年取得了菲律宾的永住身份。父母都已经谢世了。
为了把自己留给最合适的你，本人已单身20余年，虽膝下有三个孩子，但基本都不用操心了。
本人重视家庭生活，会平衡好事业和家庭的关系。
精力旺盛，希望在日可以继续发挥余力,也有能力开展各种经济活动。                                                              
要求对方：经历简单，年龄40以下，已经归化或在日永住。
有一定的经济基础=正常的收入来源，（否则无法结婚申请另一半来日），有意结婚，
开始新的生活的有缘女士，有能力能够把过去的生活翻篇的，
国籍不限。谢谢您的耐心阅读🫶
```

- （",male,1961,64,牛,,173,70,23.4,上海,,大学加留学,财务管理，工厂业主，私企业主,,"学习语言, 开车, 烹饪",精力旺盛，重视家庭生活，驾驶技术好,True,True,单身,经历简单，年龄40以下，已经归化或在日永住，有一定的经济基础，有意结婚，开始新的生活，有能力把过去的生活翻篇，国籍不限,黄生，61年版本，属牛。上海人。大学加留学，经济及企业管理专业。年轻时做过20年的财务管理，也开过7年的工厂。有10年的挪威生活工作经历，挪威绿卡持有者，也有正规的厨师证。国内三家私企的业主，上海拥有130平的自有公司车间，江苏拥有2000平的厂房。会英语，挪威语，普通话，广东话，上海方言，日语正在学习中。目前是5年多次的日本旅游签证，已在去年取得了菲律宾的永住身份。父母都已经谢世，单身20余年，膝下有三个孩子。重视家庭生活，会平衡好事业和家庭的关系。精力旺盛，希望在日可以继续发挥余力，也有能力开展各种经济活动。
men_600_559,"编号559

![WechatIMG2821](https://github.com/user-attachments/assets/3fa7e25e-0369-48cd-88a0-91079fa9bcde)


```
性别：男
出生年份：1999年
籍贯：安徽
身材：身材匀称，热爱健身，生活习惯规律
学历：硕士在读，预计明年毕业
居住地：东京近郊，生活稳定
职业：美企知名半导体企业内定（年收约700万日元）
兴趣爱好：
热爱旅行，喜欢探索世界各地美食美景，性格开朗随和，享受有品质的生活方式
擅长烹饪，平时热衷研究美食，善于创造生活中的小惊喜
关于未来的她：
希望遇到一个能与我共享美食乐趣、一起下厨，一起旅行探索世界的人。
彼此陪伴，共同体验平淡日子里的美好与温暖
```


- （",male,1999,26,,,,,,安徽,东京近郊,硕士在读,美企知名半导体企业内定,年收约700万日元,"喜欢探索世界各地美食美景, 擅长烹饪, 热爱旅行, 热衷研究美食",性格开朗随和，享受有品质的生活方式，善于创造生活中的小惊喜,,,,希望遇到一个能与我共享美食乐趣、一起下厨，一起旅行探索世界的人。彼此陪伴，共同体验平淡日子里的美好与温暖,
men_600_557,"编号557

```
关于我
97年/173/70kg
坐标：来自四川，现居千叶市（暂时在千叶站附近，谈恋爱了的话会选择搬家）
学历：国内靠前211+旧帝大理工科修士
工作：日本大手二年目，材料研究开发，工作非常稳定，年收600（房补另算）。双休，工作时间自由，愿意花时间到恋爱和家庭上。
家庭：家在四川县城，家庭情况简单，独生子。父母国企工作，身体健康，容易相处，十分开明。
婚歴：未婚单身
烟酒：不抽烟，可以饮酒不酗酒（飲み会之类的，一个人一般不喝），身体健康无不良嗜好。
签证：目前人文国际签，分已够永驻资格，准备近期去换，长期在日本生活打算

性格：随和，情绪稳定，不乱发脾气。包容心强好说话，乐观积极，开朗~体谅他人。顾家的类型。
爱好：运动（篮球乒乓球游泳，只是喜欢但不算擅长），外出，旅游，二次元（浓度不算太高，主要看番，イベント有人一起会想参加，谷子可买可不买）,游戏（主机游戏，手游不怎么玩），吃，温泉
          也比较愿意尝试新的爱好
家庭：家里大大小小的事两个人商量着来，积极分担家务。以后是想要孩子的~
其他：喜欢小动物，如果两人都愿意以后可以考虑喂养~
 

希望你：
年龄：95后
居住地：东京千叶附近，打算长期在日本的，以结婚为目的。
身高体重：比我矮就行，体重正常范围
学历：最好本科以上（不卡死）
工作：有一份正经的工作，稳定的收入来源，能养活自己
性格：孝顺，坦诚。喜欢开朗活泼一点的，对生活有热情，随和，愿意沟通，三观正，不娇情，懂得尊重和体谅他人
爱好：如果能喜欢二次元或者游戏更好，不一定要喜欢，但是不排斥。能一起到处玩，吃吃喝喝那种~适当运动
其他：身体健康，无天价彩礼。无婚史，不抽烟，不丁克，会适当捯饬自己

 PS：在确定关系之后，粘人一点没关系。希望能拥有一个自己的小家，两个人互相体谅和扶持，遇到事情和矛盾冷静对待，坦诚相待。
```


- （",male,1997,28,,,173,70,23.4,四川,千叶市,国内靠前211+旧帝大理工科修士,日本大手材料研究开发,年收600（房补另算）,"二次元, 吃, 外出, 尝试新的爱好, 旅游, 温泉, 游戏（主机游戏）, 运动（篮球乒乓球游泳）",随和，情绪稳定，不乱发脾气。包容心强好说话，乐观积极，开朗，体谅他人，顾家,,,未婚单身,年龄：95后，居住地：东京千叶附近，打算长期在日本，以结婚为目的。身高体重：比我矮就行，体重正常范围。学历：最好本科以上。工作：有一份正经的工作，稳定的收入来源。性格：孝顺，坦诚，开朗活泼，对生活有热情，随和，愿意沟通，三观正，不娇情，懂得尊重和体谅他人。爱好：如果能喜欢二次元或者游戏更好，不排斥，能一起到处玩，吃吃喝喝，适当运动。其他：身体健康，无天价彩礼，无婚史，不抽烟，不丁克，会适当捯饬自己,97年/173/70kg，来自四川，现居千叶市，国内靠前211+旧帝大理工科修士，日本大手二年目，材料研究开发，工作非常稳定，年收600（房补另算）。双休，工作时间自由，愿意花时间到恋爱和家庭上。家在四川县城，家庭情况简单，独生子。父母国企工作，身体健康，容易相处，十分开明。未婚单身，不抽烟，可以饮酒不酗酒，身体健康无不良嗜好。目前人文国际签，分已够永驻资格，准备近期去换，长期在日本生活打算。随和，情绪稳定，不乱发脾气。包容心强好说话，乐观积极，开朗~体谅他人。顾家的类型。喜欢小动物，如果两人都愿意以后可以考虑喂养。在确定关系之后，粘人一点没关系。希望能拥有一个自己的小家，两个人互相体谅和扶持，遇到事情和矛盾冷静对待，坦诚相待。
men_600_555,"编号555

```
山东济南人～来日8年，大学-修士都在日本。

97年，170/65/双鱼 ENFJ

目前在东京工作 都市コンサルタント的新入社员

父母都是大学教授。目前无养老疾病之虞。家庭合睦少有矛盾。有时间回国就团聚一下。

目前打算长期在日本发展

爱好：
摄影 
自驾游 
逛古村落•遗迹•牧场•动物园•各种跳蚤市场•设计展
平日运动不多，但擅长长跑 喜欢登山和骑车
作为消遣偶尔打游戏（NS，电脑）

没有烟酒等成瘾嗜好
```

- （",male,1997,28,双鱼,ENFJ,170,65,22.5,山东济南,东京,修士,都市コンサルタント的新入社员,,"打游戏（NS, 摄影, 电脑）, 登山, 自驾游, 逛古村落•遗迹•牧场•动物园•各种跳蚤市场•设计展, 长跑, 骑车",,,,,,
men_600_554,"编号554

![WechatIMG2858](https://github.com/user-attachments/assets/94af740c-90c5-40d9-b59a-d7e4c7ba3bd0)

```
出生：01
身高：180
体重：72
性别：男
现居：东京都八王子市（明年可能会搬到都心）
家乡：山西省
学历：大专学历
职业：介护（明年转护士）
星座：白羊座
房车：无房无车
婚史：无
爱好：打游戏，看动漫、旅游拍拍照，还有做家务
性格：比较认真，适应性强可I可E,温柔，稳重，
人格：ENFJ-A
自己紹介：本人想找以结婚为目的的长期恋爱。
在外面有主见、看得懂地图，懂得规划路线，是一个活导航，
在家里比较安静，擅长倾听、擅长家务属于那种主管内务的类型。
照顾过老人也照顾过小孩。处的熟了可能会粘人。
不抽烟，不赌博，酒的话可以喝也可以不喝。
将来打算长期定居日本

对另一半期望：年龄希望21〜28
身高160 ± 10
收入：有一份基本工作就可以
性格：最好是可爱型的（粘人的最好）、能陪着我出去玩、出去旅游、一起生活下去的。
```

- （",male,2001,24,白羊座,ENFJ-A,180,72,22.2,山西省,东京都八王子市,大专学历,介护,,"打游戏, 旅游拍拍照, 看动漫, 还有做家务","比较认真，适应性强可I可E,温柔，稳重",False,False,无,年龄希望21〜28，身高160 ± 10，收入：有一份基本工作就可以，性格：最好是可爱型的（粘人的最好）、能陪着我出去玩、出去旅游、一起生活下去的,本人想找以结婚为目的的长期恋爱。在外面有主见、看得懂地图，懂得规划路线，是一个活导航，在家里比较安静，擅长倾听、擅长家务属于那种主管内务的类型。照顾过老人也照顾过小孩。处的熟了可能会粘人。不抽烟，不赌博，酒的话可以喝也可以不喝。将来打算长期定居日本
men_600_552,"编号552

![WechatIMG2787](https://github.com/user-attachments/assets/448e7712-7831-4907-9779-1925a5850930)

```
.昵称：单
.性别：男
.出生年份：93/3
.籍贯：山东
.身高体重：170/62公斤
.学历：专门
.居住地：暂定东京
.工作：刚毕业
.兴趣爱好（方便找共同点)：游戏 健身 运动
.择偶标准：孝顺父母 能结婚 
```

- （",male,1993,32,,,170,62,21.5,山东,东京,专门,刚毕业,,"健身, 游戏, 运动",,,,,孝顺父母 能结婚,
men_600_550,"编号550

![WechatIMG12301](https://github.com/user-attachments/assets/6a6a96f3-7108-48cb-8fab-6f713b2f91fd)

```

年龄： 1989
学历： 本科（国内TOP类院校）
身高体重： 176/65
爱好： 喝茶，养花，看书，做饭，运动，吃烤肉
工作： 大手正社，work&balance还不错
年收： 800〜900
来日时间： 12年，永住
其他_1： 不抽烟，偶尔喝酒，不秃头，没有大肚子
其他_2： 有过一段婚姻
 
■希望对方 
33岁以下※考虑要小朋友 
本科以上 
160以上，BMI正常，身体健康 
有正式工作

```

- （",male,1989,36,,,176,65,21.0,,,本科（国内TOP类院校）,大手正社,800〜900,"做饭, 养花, 吃烤肉, 喝茶, 看书, 运动",,,,有过一段婚姻,33岁以下※考虑要小朋友，本科以上，160以上，BMI正常，身体健康，有正式工作,
men_600_548,"编号548
```
自我介绍
出生：96年
星座：狮子座
老家：黑龙江哈尔滨
现居住：埼玉县川口，独居
现工作地：东京惠比寿
在日本生活近十年
签证：永驻
职业：厨师
身高166
比较童颜（绝对与实际年龄不相符的那种）哈哈哈
不抽烟，偶尔会喝点酒（基本一杯就满足）

爱好：看书，看电影，爬山，拳击，滑雪
喜欢大自然，喜欢听音乐
性格：比较擅长倾听，注重约定，有点内向，喜欢安静（但不会冷暴力，注重沟通，解决问题）
我是一个比较慢热的人，但一旦熟悉起来，会感受到我的真诚和温柔，
我希望自己能找到一个分享生活的伴侣，一起看世界，制作美好回忆。

希望另一半不冷暴力，可以沟通一起解决问题，性格开朗的。

如果你也喜欢简简单单，那就给我发个消息吧！
愿我们都能找到属于自己的幸福及伴侣！
期待与你相遇
```

- （",male,1996,29,狮子座,,166,,,黑龙江哈尔滨,埼玉县川口,,厨师,,"喜欢听音乐, 喜欢大自然, 拳击, 滑雪, 爬山, 看书, 看电影",比较擅长倾听，注重约定，有点内向，喜欢安静，注重沟通，解决问题，比较慢热，真诚和温柔,,,,希望另一半不冷暴力，可以沟通一起解决问题，性格开朗的，喜欢简简单单,在日本生活近十年，签证永驻，比较童颜，不抽烟，偶尔会喝点酒，希望找到一个分享生活的伴侣，一起看世界，制作美好回忆
